央视频道,#genre#
CGTN阿拉伯语,rtsp://10.254.223.130/PLTV/88888888/224/3221226570/186798817.smil
CGTN俄语,rtsp://10.254.223.130/PLTV/88888888/224/3221226613/186802948.smil
卫视频道,#genre#
河南卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225819/10000100000000060000000000154392_0.smil
湖南卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225630/10000100000000060000000000009766_0.smil
江苏卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225631/10000100000000060000000000009763_0.smil
浙江卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225632/10000100000000060000000000009761_0.smil
北京卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225629/10000100000000060000000000009767_0.smil
东方卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225633/10000100000000060000000000009762_0.smil
天津卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225634/10000100000000060000000000009760_0.smil
山东卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225636/10000100000000060000000000009758_0.smil
安徽卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225645/10000100000000060000000000009757_0.smil
深圳卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225640/10000100000000060000000000009764_0.smil
江西卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226534/10000100000000060000000004577301_0.smil
湖北卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225638/10000100000000060000000000009759_0.smil
四川卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226487/10000100000000060000000004577300_0.smil
黑龙江卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225643/10000100000000060000000000009765_0.smil
云南卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226492/10000100000000060000000004577299_0.smil
贵州卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226516/10000100000000060000000004577298_0.smil
辽宁卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225908/10000100000000060000000000273214_0.smil
东南卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226483/10000100000000060000000002828395_0.smil
重庆卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226539/10000100000000060000000004577297_0.smil
广东卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225907/10000100000000060000000000273215_0.smil
河北卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226497/10000100000000060000000004577296_0.smil
海南卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226485/10000100000000060000000004577294_0.smil
吉林卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226502/10000100000000060000000004577295_0.smil
广西卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225655/10000100000000060000000000009790_0.smil
山西卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225666/10000100000000060000000000009778_0.smil
陕西卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225667/10000100000000060000000000009788_0.smil
甘肃卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225671/10000100000000060000000000009783_0.smil
宁夏卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225673/10000100000000060000000000009792_0.smil
青海卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225674/10000100000000060000000000009781_0.smil
内蒙古卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225676/10000100000000060000000000009779_0.smil
西藏卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225677/10000100000000060000000000009777_0.smil
新疆卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225679/10000100000000060000000000009780_0.smil
厦门卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225678/10000100000000060000000000009830_0.smil
兵团卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221225683/10000100000000060000000000009832_0.smil
三沙卫视,rtsp://10.254.223.130/PLTV/88888888/224/3221226464/10000100000000060000000002828394_0.smil
河南频道,#genre#
河南卫视4K,rtsp://10.254.223.130/PLTV/88888888/224/3221226484/10000100000000060000000002806582_0.smil
河南都市频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225836/10000100000000060000000000154415_0.smil
河南民生频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225838/10000100000000060000000000154414_0.smil
河南法治频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225818/10000100000000060000000000154393_0.smil
河南电视剧频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225837/10000100000000060000000000154413_0.smil
河南新闻频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225817/10000100000000060000000000154394_0.smil
河南公共频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225824/10000100000000060000000000154387_0.smil
河南乡村频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225816/10000100000000060000000000154395_0.smil
河南国际频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225823/10000100000000060000000000154388_0.smil
河南文物宝库,rtsp://10.254.223.130/PLTV/88888888/224/3221225821/10000100000000060000000000154390_0.smil
河南梨园频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225822/10000100000000060000000000154389_0.smil
河南武术世界,rtsp://10.254.223.130/PLTV/88888888/224/3221225820/10000100000000060000000000154391_0.smil
河南移动电视,rtsp://10.254.223.130/PLTV/88888888/224/3221226555/186808475.smil
健康中原,rtsp://10.254.223.130/PLTV/88888888/224/3221226605/289448116.smil
驻马店新闻综合,rtsp://10.254.223.130/PLTV/88888888/224/3221225866/10000100000000060000000000154955_0.smil
驻马店科教频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225868/10000100000000060000000000154953_0.smil
驻马店公共频道,rtsp://10.254.223.130/PLTV/88888888/224/3221225867/10000100000000060000000000154954_0.smil
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8
轮播频道,#genre#
CHC家庭影院,rtsp://10.254.223.130/PLTV/88888888/224/3221226467/10000100000000060000000003445718_0.smil
CHC动作电影,rtsp://10.254.223.130/PLTV/88888888/224/3221226499/10000100000000060000000003445719_0.smil
CHC高清电影,rtsp://10.254.223.130/PLTV/88888888/224/3221226494/10000100000000060000000003445720_0.smil
重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
重温经典,http://api.hk.itv888.cn:8080/hls/ba0e4e5dd67/index.m3u8
JJ斗地主,https://cn-sdqd-cu-01-39.bilivideo.com/live-bvc/303880/live_315571702_79885316_2500/index.m3u8?
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
经典电影,rtsp://10.254.223.130/PLTV/88888888/224/3221225959/10000100000000060000000000273311_0.smil
金鹰纪实,rtsp://10.254.223.130/PLTV/88888888/224/3221225899/10000100000000060000000000188018_0.smil
国学频道,rtsp://10.254.223.130/PLTV/88888888/224/3221226490/10000100000000060000000004627055_0.smil
爱上-4k,rtsp://10.254.223.130/PLTV/88888888/224/3221225901/10000100000000060000000000193174_0.smil
少儿动画,rtsp://10.254.223.130/PLTV/88888888/224/3221225970/10000100000000060000000000273221_0.smil
卡酷少儿,rtsp://10.254.223.130/PLTV/88888888/224/3221225680/10000100000000060000000000009826_0.smil
金鹰卡通,rtsp://10.254.223.130/PLTV/88888888/224/3221226468/10000100000000060000000002837571_0.smil
嘉佳卡通,rtsp://10.254.223.130/PLTV/88888888/224/3221225669/10000100000000060000000000009825_0.smil
热播剧场,rtsp://10.254.223.130/PLTV/88888888/224/3221225960/10000100000000060000000000273310_0.smil
魅力时尚,rtsp://10.254.223.130/PLTV/88888888/224/3221226424/10000100000000060000000000756291_0.smil
乒羽频道,rtsp://10.254.223.130/PLTV/88888888/224/3221226472/10000100000000060000000003445715_0.smil
音乐现场,rtsp://10.254.223.130/PLTV/88888888/224/3221225969/10000100000000060000000000273222_0.smil
收视指南,rtsp://10.254.223.130/PLTV/88888888/224/3221225681/10000100000000060000000000009827_0.smil
新动漫,rtsp://10.254.223.130/PLTV/88888888/224/3221226460/10000100000000060000000003445716_0.smil
爱生活,rtsp://10.254.223.130/PLTV/88888888/224/3221225968/10000100000000060000000000273224_0.smil
爱综艺,rtsp://10.254.223.130/PLTV/88888888/224/3221226431/10000100000000060000000000756292_0.smil
爱体育,rtsp://10.254.223.130/PLTV/88888888/224/3221225656/10000100000000060000000000009727_0.smil
爱电影,rtsp://10.254.223.130/PLTV/88888888/224/3221225659/10000100000000060000000000009726_0.smil
爱大剧,rtsp://10.254.223.130/PLTV/88888888/224/3221225660/10000100000000060000000000009725_0.smil
好学生,rtsp://10.254.223.130/PLTV/88888888/224/3221225967/10000100000000060000000000273225_0.smil
爱体育,rtsp://10.254.223.130/PLTV/88888888/224/3221225909/10000100000000060000000000273213_0.smil
国学,rtsp://10.254.223.130/PLTV/88888888/224/3221225964/10000100000000060000000000273228_0.smil
早教,rtsp://10.254.223.130/PLTV/88888888/224/3221225965/10000100000000060000000000273227_0.smil
高网,rtsp://10.254.223.130/PLTV/88888888/224/3221225966/10000100000000060000000000273226_0.smil
军事,rtsp://10.254.223.130/PLTV/88888888/224/3221225963/10000100000000060000000000273229_0.smil
美妆,rtsp://10.254.223.130/PLTV/88888888/224/3221225962/10000100000000060000000000273230_0.smil
地理,rtsp://10.254.223.130/PLTV/88888888/224/3221225961/10000100000000060000000000273231_0.smil
精选,rtsp://10.254.223.130/PLTV/88888888/224/3221226462/10000100000000060000000003268581_0.smil
足球,rtsp://10.254.223.130/PLTV/88888888/224/3221226422/10000100000000060000000000575435_0.smil
导视,rtsp://10.254.223.130/PLTV/88888888/224/3221226658/284611877.smil
IPTV谍战剧场,rtsp://10.254.223.130/PLTV/88888888/224/3221225971/10000100000000060000000000273220_0.smil
IPTV相声小品,rtsp://10.254.223.130/PLTV/88888888/224/3221225974/10000100000000060000000000273217_0.smil
IPTV野外,rtsp://10.254.223.130/PLTV/88888888/224/3221225972/10000100000000060000000000273219_0.smil
IPTV法治,rtsp://10.254.223.130/PLTV/88888888/224/3221225973/10000100000000060000000000273218_0.smil
经典电影,#genre#
51号兵站,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/5bf488c846034860ba5e9eec97a3d288/2000.m3u8
万水千山,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/dc00a3f1a7c1469bad7aca73ae846e53/2000.m3u8
海鹰,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/53c6ac8022034ad0b875f41ce09c3707/2000.m3u8
党的女儿,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/ea2fb43d4ad046df83853adba4e4137c/2000.m3u8
红色娘子军,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/a8950e04e9014e8e8a8fd08258938262/2000.m3u8
三八线上,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/59bfd3af5c484c90bef51f3428db6db6/2000.m3u8
三毛从军记,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/919a08437d44499b87b7b4903f2b2ae6/850.m3u8
三毛流浪记,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
三进山城,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3e7295d0afa941f19e6f6c7b8992cd29/2000.m3u8
地道战,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/4dc14a402a7c4862a5dcfa7ace67de66/2000.m3u8
地雷战,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/014953e83da24b03a91ba54c825f3722/2000.m3u8
地下尖兵,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/ac707bf2a44148a488b270f786141ae9/2000.m3u8
上甘岭,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/8552e4ce17984ddbb1617bc31753aea7/2000.m3u8
侦察兵,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/cdf0228273134e4986e5c4ea9f4c1ec6/850.m3u8
冰山上的来客,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/c762a546e1394a3195e77861233bf545/2000.m3u8
前哨,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/1e9c4ffe4002492484c0f50235299759/850.m3u8
董存瑞,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/c4a91e5c9b0444199546d6bc074589dd/2000.m3u8
小花,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/89825eab3fe04386be58a7d8edd7f1be/850.m3u8
赛虎,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/34505162ca0848af9e23d33ed4018088/850.m3u8
犬王,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/08d97be6d296434098297a505e2f05b5/850.m3u8
奇袭,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/b6ac18d79af448f4afd4ea3e38d6a28a/2000.m3u8
小兵张嘎,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/76a580816423458da232a88dd117e721/2000.m3u8
智取华山,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/fe25450ec178492ba3433baeb4f465ff/2000.m3u8
红日,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/1f4d4a1172434a77b458fb46e270d21e/2000.m3u8
苦菜花,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/ec47d310d888464f8446af5e6e04ded8/850.m3u8
红牡丹,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/57207cea245c4dafbd9092dd9328470d/850.m3u8
马兰花,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c89d105b9661464bb8c5c5f46977f6c4/850.m3u8
跟踪追击,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/3a8a39080de94ad89a7bfc669df6f109/850.m3u8
羊城暗哨,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/cccd5016fff94b7483aeaa3947ce5d3b/2000.m3u8
祖国的花朵,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/efe3ebd76ed849dea8710f997a361cc6/850.m3u8
南征北战,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/1fc301b0f3fd4ff2886a04e8db3ebf24/2000.m3u8
铁道游击队,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
英雄虎胆,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/b7fcd0d4ebb045fe8e653ee71b4ef8fc/850.m3u8
突破乌江,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/bf8ccfff8bc949a6a2ed6bcda45eb4e2/850.m3u8
英雄儿女,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/20cb0368393e4cb881ecc3ef18be3e74/2000.m3u8
柳堡的故事,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/68f7a9af33bd487a81ab44f84403a425/2000.m3u8
特别攻击队,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c69eed95a2cd4752850bcac109151e37/850.m3u8
神秘的旅伴,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/ef95b9f13e2c47b882b67ef52139786a/850.m3u8
战火中的青春,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/aa1ee3fe877948d69c2019ac74af24e4/2000.m3u8
平原游击队,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/d78eb45ac62746bc9a5f4223f6eb3ab5/2000.m3u8
狼牙山五壮士,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/dbeeefc982824e5894b7c27c7365a4ba/2000.m3u8
洪湖赤卫队,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/603b3c40722a467faa971a1a8f4c5e32/2000.m3u8
渡江侦察记,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/d58168d31ad5417b92b5750d081e94e9/2000.m3u8
泉水叮咚,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/8b039f6988a04ca8b086d35031a77204/850.m3u8
霹雳贝贝,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/7accc94d5590415284af5db904e4be5a/850.m3u8
花儿朵朵,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/53a44d8649024b58b69f4468b922b8f0/850.m3u8
闪闪的红星,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/b1588f7e380348fcaec0a3b66c96d1e4/850.m3u8
鸡毛信,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/ba30b31d932d437c838f533bf0447438/2000.m3u8
战上海,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
林海雪原,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5023f1dcc73b4090962ee31e017fb8e3/850.m3u8
古刹钟声,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/2af73f4f8be54022aa75e684282ef47f/2000.m3u8
兵临城下,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/6ef91c1b67114b50bf9eb77175f9d258/2000.m3u8
铁道卫士,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/22aaec939eb445bf8ad3f7ceda271762/2000.m3u8
红孩子,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/b2f443daf669464dbebd3f07993dba9d/2000.m3u8
戏曲影视,#genre#
刘三姐,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/4eae31ac784841f883a83bb874100b16/2000.m3u8
五朵金花,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/af1fa4aba6444659ad61dff2775413d4/2000.m3u8
七仙女,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/f610add492294f8898f481c36d3146ac/2000.m3u8
西厢记,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/a16eef59b97b45ab92988f61d86eaeee/2000.m3u8
碧玉簪,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/978329b049024e0da660c6f119b8e03e/2000.m3u8
貂蝉,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/533f276489dc40b19a2d15eb852409a1/2000.m3u8
天仙配,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/c221540581aa4c039fe9b9fc6b03882e/2000.m3u8
鱼美人,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/28632de6536845bfa24247017cf658b9/2000.m3u8
三笑,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/9fa0ff7fa41d42ca9258a96fd438c007/2000.m3u8
花为媒,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/c63c61999c4a4069ba06a3f8fe324352/2000.m3u8
红楼梦,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/85a679f2f1444eaa9ccbd2141501ee3a/2000.m3u8
双凤奇缘,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/6e87b77ebee84892ab97b41de6152cf0/2000.m3u8
宝莲灯,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3a5e1fa5e4154915b53a2c7a74f45adc/2000.m3u8
花田错,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/fdf88e33eb0e4f8b9e41405589cb0075/2000.m3u8
花木兰,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/43d3ad46530442f0808e47b75c917084/2000.m3u8
凤还巢,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/64084f1f26314ff9ab50c02da32e1cf6/2000.m3u8
义薄云天,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/bb844031878d47948da4c2badb8ba281/2000.m3u8
沙家浜,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/f43107e19e6843ee93dd720d021d1c2f/2000.m3u8
海棠红,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/75b201db86e04f8d9dea1c0617e8b182/2000.m3u8
包公三勘蝴蝶梦,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/1024707b15104c609f0c0722546a7a64/2000.m3u8
梁山伯与祝英台,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/b150515777c046f0b56e38d123481260/2000.m3u8
状元媒,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/1100652d16a642c584d182248eefae90/2000.m3u8
白蛇传,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3afc03fef87a4c749d34af09c17478a2/2000.m3u8
乔太守乱点鸳鸯谱,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/8012739c0ceb481db6d535820bbe9658/2000.m3u8
女驸马,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/7be9c2f0680c40f8862af09e608044cf/2000.m3u8
牛郎织女,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/4f501f9ba7954e8ba907fba9f2708bd7/2000.m3u8
乾坤福寿镜,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/ecaa192e903943dfa56016b3d364211b/2000.m3u8
穆桂英挂帅,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/0ea0da6e4fa248c581783d22dce85e0b/2000.m3u8
韩玉娘,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/a81fd734e9294601a150b4fe1187c6c9/2000.m3u8
秦香莲,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/f8daefadadef41989225543875268a70/2000.m3u8
龙凤呈祥,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3b8b107b690d4e59b62c05ac473f586d/2000.m3u8
王昭君,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/ce83f7a3b260480eb31a35ed5b4062a2/2000.m3u8
赵氏孤儿,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/2a61fa536ed64fd4a9605b6a7b1c6bcc/2000.m3u8
萧何月下追韩信,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/011210c611d34758bb2c6f2282f33214/2000.m3u8
朝阳沟,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/8fd5d9c6981b4437aefbf31883a14d8c/2000.m3u8
五女拜寿,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/6592e542b157456ba7f3155db8188a94/2000.m3u8
对花枪,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3f66083a16d14c428bb6ec59f948a8d8/2000.m3u8
卷席筒,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/b2c066cc2d5d4af4bfbdd8f7154a45a1/2000.m3u8
七品知县卖红薯,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/d42adbcbfa064e8c878115487d0a5659/2000.m3u8
穆桂英大战洪州,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/76929b56c02140d5a41490a2dea17a7d/2000.m3u8
铁弓缘,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/aeaa7e4154764b6686c09fe8c0f2fe44/2000.m3u8
柳毅传书,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/316b0368e4dc4fa98576dbb9ceca00a1/2000.m3u8
三打陶三春,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/58c7337d2e6a453aaf88f158d9ac9388/2000.m3u8
杨门女将,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/fbaabc7b16cb45ec92bdc8207bb4773f/2000.m3u8
玉堂春,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/900044aa5c6d4c9db2c60a90fd3d45bb/2000.m3u8
憨憨公子扳倒爹,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/8ac1d7de818b4107a68811540912397d/2000.m3u8
杨三姐告状,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/826064c8465d4145b4d17f18cffc1396/2000.m3u8
追鱼,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/3515e586d18743be99eb6cc2004cb995/2000.m3u8
望江亭,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/b40335f305c84effa7e98f50bce3bdac/2000.m3u8
红灯记,http://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/7bb9a005ca6f463586fa57cb5f9b08fe/2000.m3u8
